Address,Status Code,Indexability,Word Count,Unique Inlinks,Last Modified,Title 1,H1-1,Content Type
https://example.com/guides/home-office-18,200,Non-Indexable,220,8,2024-03-26,Home Office 18,Home Office,text/html; charset=UTF-8
https://example.com/help/meal-prep-19,200,Indexable,220,8,2025-04-30,Meal Prep 19,Meal Prep,text/html; charset=UTF-8
https://example.com/blog/email-marketing-20,200,Indexable,1200,30,2025-08-08,Email Marketing 20,Email Marketing,text/html; charset=UTF-8
https://example.com/news/email-marketing-21,200,Indexable,600,30,2023-02-20,Email Marketing 21,Email Marketing,text/html; charset=UTF-8
https://example.com/help/running-shoes-22,200,Indexable,220,30,2025-04-30,Running Shoes 22,Running Shoes,text/html; charset=UTF-8
https://example.com/blog/home-office-23,200,Indexable,80,8,2026-02-04,Home Office 23,Home Office,text/html; charset=UTF-8
https://example.com/guides/tax-filing-24,200,Indexable,220,0,2026-05-05,Tax Filing 24,Tax Filing,text/html; charset=UTF-8
https://example.com/help/meal-prep-25-2023,200,Indexable,1200,2,2024-03-26,Meal Prep 25,Meal Prep,text/html; charset=UTF-8
https://example.com/guides/credit-cards-26-2024,200,Indexable,220,8,2025-08-08,Credit Cards 26,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/meal-prep-27-2024,200,Indexable,2400,8,2025-04-30,Meal Prep 27,Meal Prep,text/html; charset=UTF-8
https://example.com/news/home-office-28,200,Indexable,1200,0,2026-05-05,Home Office 28,Home Office,text/html; charset=UTF-8
https://example.com/help/meal-prep-29.pdf,200,Indexable,0,2,2025-04-30,Meal Prep 29,Meal Prep,application/pdf
https://example.com/blog/yoga-30,200,Indexable,220,0,2023-02-20,Yoga 30,Yoga,text/html; charset=UTF-8
https://example.com/help/tax-filing-31,200,Indexable,220,0,2026-05-05,Tax Filing 31,Tax Filing,text/html; charset=UTF-8
https://example.com/help/running-shoes-32,200,Indexable,1200,0,2023-02-20,Running Shoes 32,Running Shoes,text/html; charset=UTF-8
https://example.com/help/solar-panels-33-2024,200,Indexable,600,8,2023-02-20,Solar Panels 33,Solar Panels,text/html; charset=UTF-8
https://example.com/news/yoga-34,200,Indexable,2400,0,2025-08-08,Yoga 34,Yoga,text/html; charset=UTF-8
https://example.com/help/home-office-35-2024,200,Indexable,600,30,2025-04-30,Home Office 35,Home Office,text/html; charset=UTF-8
https://example.com/compare/meal-prep-36,200,Indexable,220,0,2026-02-04,Meal Prep 36,Meal Prep,text/html; charset=UTF-8
https://example.com/blog/home-office-37,200,Indexable,80,30,2026-02-04,Home Office 37,Home Office,text/html; charset=UTF-8
https://example.com/products/tax-filing-38,200,Indexable,80,0,2025-04-30,Tax Filing 38,Tax Filing,text/html; charset=UTF-8
https://example.com/resources/web-hosting-39-2023,200,Indexable,1200,2,2024-03-26,Web Hosting 39,Web Hosting,text/html; charset=UTF-8
https://example.com/guides/credit-cards-40,200,Non-Indexable,1200,2,2026-02-04,Credit Cards 40,Credit Cards,text/html; charset=UTF-8
https://example.com/guides/credit-cards-41-2023,200,Indexable,80,0,2026-02-04,Credit Cards 41,Credit Cards,text/html; charset=UTF-8
https://example.com/news/meal-prep-42,200,Indexable,2400,30,2025-04-30,Meal Prep 42,Meal Prep,text/html; charset=UTF-8
https://example.com/compare/meal-prep-43,200,Indexable,600,2,2024-03-26,Meal Prep 43,Meal Prep,text/html; charset=UTF-8
https://example.com/blog/meal-prep-44,200,Indexable,1200,8,2025-08-08,Meal Prep 44,Meal Prep,text/html; charset=UTF-8
https://example.com/news/meal-prep-45.pdf,200,Indexable,0,8,2023-02-20,Meal Prep 45,Meal Prep,application/pdf
https://example.com/news/credit-cards-46-2023,200,Indexable,2400,30,2025-04-30,Credit Cards 46,Credit Cards,text/html; charset=UTF-8
https://example.com/help/solar-panels-47,200,Indexable,1200,2,2025-08-08,Solar Panels 47,Solar Panels,text/html; charset=UTF-8
https://example.com/news/home-office-48-2024.pdf,200,Indexable,0,0,2023-02-20,Home Office 48,Home Office,application/pdf
https://example.com/help/meal-prep-49,200,Indexable,600,2,2025-04-30,Meal Prep 49,Meal Prep,text/html; charset=UTF-8
https://example.com/products/meal-prep-50-2023.pdf,200,Indexable,0,8,2026-05-05,Meal Prep 50,Meal Prep,application/pdf
https://example.com/products/running-shoes-51,200,Indexable,220,0,2025-04-30,Running Shoes 51,Running Shoes,text/html; charset=UTF-8
https://example.com/products/running-shoes-52-2024,200,Indexable,1200,2,2023-02-20,Running Shoes 52,Running Shoes,text/html; charset=UTF-8
https://example.com/guides/web-hosting-53-2023,200,Indexable,80,30,2025-08-08,Web Hosting 53,Web Hosting,text/html; charset=UTF-8
https://example.com/compare/home-office-54-2023,200,Non-Indexable,600,8,2023-02-20,Home Office 54,Home Office,text/html; charset=UTF-8
https://example.com/guides/solar-panels-55,200,Indexable,600,0,2025-08-08,Solar Panels 55,Solar Panels,text/html; charset=UTF-8
https://example.com/blog/web-hosting-56,200,Indexable,600,0,2026-05-05,Web Hosting 56,Web Hosting,text/html; charset=UTF-8
https://example.com/compare/web-hosting-57,200,Indexable,1200,2,2026-05-05,Web Hosting 57,Web Hosting,text/html; charset=UTF-8
https://example.com/compare/email-marketing-58-2024,200,Indexable,600,0,2025-08-08,Email Marketing 58,Email Marketing,text/html; charset=UTF-8
https://example.com/news/credit-cards-59,200,Indexable,600,0,2025-04-30,Credit Cards 59,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/home-office-60,200,Indexable,220,0,2026-02-04,Home Office 60,Home Office,text/html; charset=UTF-8
https://example.com/products/running-shoes-61,200,Indexable,600,30,2026-02-04,Running Shoes 61,Running Shoes,text/html; charset=UTF-8
https://example.com/compare/solar-panels-62,200,Indexable,1200,0,2026-05-05,Solar Panels 62,Solar Panels,text/html; charset=UTF-8
https://example.com/news/vpn-63-2023,200,Indexable,2400,0,2024-03-26,Vpn 63,Vpn,text/html; charset=UTF-8
https://example.com/news/email-marketing-64,200,Indexable,80,0,2023-02-20,Email Marketing 64,Email Marketing,text/html; charset=UTF-8
https://example.com/products/email-marketing-65-2024,200,Indexable,2400,30,2023-02-20,Email Marketing 65,Email Marketing,text/html; charset=UTF-8
https://example.com/guides/web-hosting-66-2023,200,Indexable,600,0,2024-03-26,Web Hosting 66,Web Hosting,text/html; charset=UTF-8
https://example.com/news/email-marketing-67,200,Indexable,600,2,2026-05-05,Email Marketing 67,Email Marketing,text/html; charset=UTF-8
https://example.com/guides/vpn-68,200,Indexable,220,30,2025-08-08,Vpn 68,Vpn,text/html; charset=UTF-8
https://example.com/resources/credit-cards-69,200,Indexable,600,2,2024-03-26,Credit Cards 69,Credit Cards,text/html; charset=UTF-8
https://example.com/news/solar-panels-70,200,Indexable,80,2,2023-02-20,Solar Panels 70,Solar Panels,text/html; charset=UTF-8
https://example.com/blog/web-hosting-71,200,Indexable,80,0,2026-02-04,Web Hosting 71,Web Hosting,text/html; charset=UTF-8
https://example.com/resources/email-marketing-72-2023,200,Indexable,220,0,2025-08-08,Email Marketing 72,Email Marketing,text/html; charset=UTF-8
https://example.com/news/vpn-73-2023,200,Indexable,600,30,2023-02-20,Vpn 73,Vpn,text/html; charset=UTF-8
https://example.com/blog/yoga-74,200,Indexable,80,8,2026-05-05,Yoga 74,Yoga,text/html; charset=UTF-8
https://example.com/blog/yoga-75,200,Indexable,220,2,2026-02-04,Yoga 75,Yoga,text/html; charset=UTF-8
https://example.com/blog/yoga-76,200,Indexable,2400,0,2025-04-30,Yoga 76,Yoga,text/html; charset=UTF-8
https://example.com/help/tax-filing-77-2023,200,Indexable,220,2,2023-02-20,Tax Filing 77,Tax Filing,text/html; charset=UTF-8
https://example.com/blog/credit-cards-78,200,Indexable,220,0,2024-03-26,Credit Cards 78,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/credit-cards-79-2024,200,Indexable,2400,8,2026-02-04,Credit Cards 79,Credit Cards,text/html; charset=UTF-8
https://example.com/blog/meal-prep-80,200,Indexable,2400,0,2026-05-05,Meal Prep 80,Meal Prep,text/html; charset=UTF-8
https://example.com/news/running-shoes-81-2024,200,Indexable,600,0,2026-02-04,Running Shoes 81,Running Shoes,text/html; charset=UTF-8
https://example.com/resources/running-shoes-82.pdf,200,Indexable,0,2,2026-02-04,Running Shoes 82,Running Shoes,application/pdf
https://example.com/blog/email-marketing-83-2024,200,Indexable,2400,2,2026-05-05,Email Marketing 83,Email Marketing,text/html; charset=UTF-8
https://example.com/help/solar-panels-84-2023.pdf,200,Indexable,0,2,2025-04-30,Solar Panels 84,Solar Panels,application/pdf
https://example.com/compare/yoga-85.pdf,200,Indexable,0,0,2024-03-26,Yoga 85,Yoga,application/pdf
https://example.com/help/home-office-86,200,Indexable,220,2,2025-08-08,Home Office 86,Home Office,text/html; charset=UTF-8
https://example.com/products/tax-filing-87-2024,200,Indexable,220,30,2025-08-08,Tax Filing 87,Tax Filing,text/html; charset=UTF-8
https://example.com/compare/meal-prep-88,200,Indexable,80,0,2023-02-20,Meal Prep 88,Meal Prep,text/html; charset=UTF-8
https://example.com/help/meal-prep-89,200,Indexable,1200,2,2026-02-04,Meal Prep 89,Meal Prep,text/html; charset=UTF-8
https://example.com/news/yoga-90,200,Indexable,600,8,2026-05-05,Yoga 90,Yoga,text/html; charset=UTF-8
https://example.com/blog/tax-filing-91,200,Indexable,80,30,2023-02-20,Tax Filing 91,Tax Filing,text/html; charset=UTF-8
https://example.com/blog/home-office-92,200,Indexable,2400,0,2025-04-30,Home Office 92,Home Office,text/html; charset=UTF-8
https://example.com/guides/yoga-93,200,Indexable,220,8,2023-02-20,Yoga 93,Yoga,text/html; charset=UTF-8
https://example.com/guides/yoga-94,200,Indexable,600,30,2024-03-26,Yoga 94,Yoga,text/html; charset=UTF-8
https://example.com/guides/vpn-95-2023,200,Indexable,2400,8,2024-03-26,Vpn 95,Vpn,text/html; charset=UTF-8
https://example.com/compare/credit-cards-96-2024,200,Indexable,1200,8,2023-02-20,Credit Cards 96,Credit Cards,text/html; charset=UTF-8
https://example.com/news/tax-filing-97,200,Indexable,80,0,2026-05-05,Tax Filing 97,Tax Filing,text/html; charset=UTF-8
https://example.com/resources/yoga-98,200,Indexable,1200,30,2025-04-30,Yoga 98,Yoga,text/html; charset=UTF-8
https://example.com/products/meal-prep-99-2023,200,Indexable,220,2,2023-02-20,Meal Prep 99,Meal Prep,text/html; charset=UTF-8
https://example.com/resources/solar-panels-100,200,Indexable,2400,30,2025-08-08,Solar Panels 100,Solar Panels,text/html; charset=UTF-8
https://example.com/resources/web-hosting-101-2023.pdf,200,Indexable,0,30,2026-05-05,Web Hosting 101,Web Hosting,application/pdf
https://example.com/resources/yoga-102-2023,200,Indexable,80,8,2024-03-26,Yoga 102,Yoga,text/html; charset=UTF-8
https://example.com/resources/home-office-103,200,Indexable,220,0,2026-02-04,Home Office 103,Home Office,text/html; charset=UTF-8
https://example.com/help/vpn-104-2024,200,Indexable,1200,30,2023-02-20,Vpn 104,Vpn,text/html; charset=UTF-8
https://example.com/products/credit-cards-105-2023,200,Indexable,220,8,2026-02-04,Credit Cards 105,Credit Cards,text/html; charset=UTF-8
https://example.com/blog/vpn-106-2023,200,Indexable,1200,2,2025-04-30,Vpn 106,Vpn,text/html; charset=UTF-8
https://example.com/compare/credit-cards-107,200,Indexable,80,0,2023-02-20,Credit Cards 107,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/tax-filing-108-2024,200,Indexable,80,0,2025-04-30,Tax Filing 108,Tax Filing,text/html; charset=UTF-8
https://example.com/news/tax-filing-109,200,Indexable,2400,30,2025-04-30,Tax Filing 109,Tax Filing,text/html; charset=UTF-8
https://example.com/news/credit-cards-110,200,Indexable,600,30,2025-08-08,Credit Cards 110,Credit Cards,text/html; charset=UTF-8
https://example.com/news/yoga-111.pdf,200,Non-Indexable,0,30,2025-04-30,Yoga 111,Yoga,application/pdf
https://example.com/news/credit-cards-112,200,Indexable,220,0,2024-03-26,Credit Cards 112,Credit Cards,text/html; charset=UTF-8
https://example.com/help/solar-panels-113,200,Indexable,2400,0,2023-02-20,Solar Panels 113,Solar Panels,text/html; charset=UTF-8
https://example.com/blog/home-office-114-2023,200,Indexable,80,30,2024-03-26,Home Office 114,Home Office,text/html; charset=UTF-8
https://example.com/resources/email-marketing-115,200,Indexable,1200,0,2023-02-20,Email Marketing 115,Email Marketing,text/html; charset=UTF-8
https://example.com/blog/solar-panels-116,200,Indexable,220,0,2025-08-08,Solar Panels 116,Solar Panels,text/html; charset=UTF-8
https://example.com/news/yoga-117,200,Indexable,80,0,2023-02-20,Yoga 117,Yoga,text/html; charset=UTF-8
https://example.com/guides/solar-panels-118,200,Indexable,2400,2,2026-05-05,Solar Panels 118,Solar Panels,text/html; charset=UTF-8
https://example.com/resources/vpn-119,200,Indexable,2400,2,2025-04-30,Vpn 119,Vpn,text/html; charset=UTF-8
https://example.com/guides/home-office-120,200,Indexable,1200,0,2026-02-04,Home Office 120,Home Office,text/html; charset=UTF-8
https://example.com/products/web-hosting-121-2023,200,Indexable,600,2,2026-05-05,Web Hosting 121,Web Hosting,text/html; charset=UTF-8
https://example.com/news/home-office-122-2023,200,Indexable,2400,8,2025-08-08,Home Office 122,Home Office,text/html; charset=UTF-8
https://example.com/resources/home-office-123.pdf,200,Indexable,0,0,2024-03-26,Home Office 123,Home Office,application/pdf
https://example.com/help/meal-prep-124-2024,200,Indexable,2400,0,2023-02-20,Meal Prep 124,Meal Prep,text/html; charset=UTF-8
https://example.com/help/home-office-125,200,Indexable,2400,8,2026-05-05,Home Office 125,Home Office,text/html; charset=UTF-8
https://example.com/blog/solar-panels-126,200,Indexable,220,0,2025-08-08,Solar Panels 126,Solar Panels,text/html; charset=UTF-8
https://example.com/products/web-hosting-127-2024,200,Indexable,80,0,2023-02-20,Web Hosting 127,Web Hosting,text/html; charset=UTF-8
https://example.com/help/email-marketing-128-2023,200,Indexable,80,2,2026-02-04,Email Marketing 128,Email Marketing,text/html; charset=UTF-8
https://example.com/help/web-hosting-129,200,Indexable,600,8,2024-03-26,Web Hosting 129,Web Hosting,text/html; charset=UTF-8
https://example.com/resources/vpn-130-2023,200,Indexable,2400,8,2025-08-08,Vpn 130,Vpn,text/html; charset=UTF-8
https://example.com/help/home-office-131,200,Indexable,80,0,2026-02-04,Home Office 131,Home Office,text/html; charset=UTF-8
https://example.com/blog/tax-filing-132-2024,200,Indexable,2400,30,2024-03-26,Tax Filing 132,Tax Filing,text/html; charset=UTF-8
https://example.com/compare/solar-panels-133,200,Indexable,220,0,2026-02-04,Solar Panels 133,Solar Panels,text/html; charset=UTF-8
https://example.com/products/home-office-134-2024,200,Indexable,2400,8,2026-02-04,Home Office 134,Home Office,text/html; charset=UTF-8
https://example.com/guides/credit-cards-135,200,Indexable,1200,30,2023-02-20,Credit Cards 135,Credit Cards,text/html; charset=UTF-8
https://example.com/blog/vpn-136,200,Indexable,220,8,2024-03-26,Vpn 136,Vpn,text/html; charset=UTF-8
https://example.com/products/tax-filing-137-2024,200,Non-Indexable,1200,30,2026-05-05,Tax Filing 137,Tax Filing,text/html; charset=UTF-8
https://example.com/help/home-office-138,200,Non-Indexable,1200,0,2024-03-26,Home Office 138,Home Office,text/html; charset=UTF-8
https://example.com/products/web-hosting-139-2024,200,Indexable,1200,0,2024-03-26,Web Hosting 139,Web Hosting,text/html; charset=UTF-8
https://example.com/help/home-office-140-2023,200,Non-Indexable,80,0,2025-04-30,Home Office 140,Home Office,text/html; charset=UTF-8
https://example.com/products/solar-panels-141-2024,200,Indexable,2400,0,2026-02-04,Solar Panels 141,Solar Panels,text/html; charset=UTF-8
https://example.com/products/email-marketing-142-2023,200,Indexable,1200,30,2024-03-26,Email Marketing 142,Email Marketing,text/html; charset=UTF-8
https://example.com/blog/yoga-143,200,Indexable,220,2,2024-03-26,Yoga 143,Yoga,text/html; charset=UTF-8
https://example.com/resources/web-hosting-144-2024,200,Indexable,600,0,2023-02-20,Web Hosting 144,Web Hosting,text/html; charset=UTF-8
https://example.com/resources/meal-prep-145-2024,200,Non-Indexable,220,2,2025-04-30,Meal Prep 145,Meal Prep,text/html; charset=UTF-8
https://example.com/resources/solar-panels-146,200,Indexable,2400,0,2025-08-08,Solar Panels 146,Solar Panels,text/html; charset=UTF-8
https://example.com/help/home-office-147,200,Indexable,2400,0,2024-03-26,Home Office 147,Home Office,text/html; charset=UTF-8
https://example.com/compare/credit-cards-148,200,Indexable,220,0,2024-03-26,Credit Cards 148,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/credit-cards-149-2024,200,Indexable,600,8,2026-05-05,Credit Cards 149,Credit Cards,text/html; charset=UTF-8
https://example.com/compare/yoga-150,200,Indexable,600,2,2025-04-30,Yoga 150,Yoga,text/html; charset=UTF-8
https://example.com/blog/email-marketing-151,200,Indexable,600,0,2026-05-05,Email Marketing 151,Email Marketing,text/html; charset=UTF-8
https://example.com/compare/home-office-152-2024,200,Non-Indexable,2400,8,2023-02-20,Home Office 152,Home Office,text/html; charset=UTF-8
https://example.com/news/email-marketing-153,200,Indexable,220,0,2023-02-20,Email Marketing 153,Email Marketing,text/html; charset=UTF-8
https://example.com/products/home-office-154,200,Indexable,80,30,2024-03-26,Home Office 154,Home Office,text/html; charset=UTF-8
https://example.com/resources/vpn-155-2023,200,Indexable,2400,0,2025-08-08,Vpn 155,Vpn,text/html; charset=UTF-8
https://example.com/compare/vpn-156,200,Indexable,220,8,2026-05-05,Vpn 156,Vpn,text/html; charset=UTF-8
https://example.com/products/home-office-157,200,Indexable,1200,0,2025-04-30,Home Office 157,Home Office,text/html; charset=UTF-8
https://example.com/resources/yoga-158-2024,200,Indexable,220,0,2023-02-20,Yoga 158,Yoga,text/html; charset=UTF-8
https://example.com/compare/tax-filing-159.pdf,200,Indexable,0,2,2026-02-04,Tax Filing 159,Tax Filing,application/pdf
https://example.com/products/web-hosting-160,200,Indexable,1200,30,2025-08-08,Web Hosting 160,Web Hosting,text/html; charset=UTF-8
https://example.com/guides/solar-panels-161.pdf,200,Indexable,0,0,2026-05-05,Solar Panels 161,Solar Panels,application/pdf
https://example.com/compare/yoga-162,200,Indexable,2400,0,2024-03-26,Yoga 162,Yoga,text/html; charset=UTF-8
https://example.com/blog/yoga-163,200,Indexable,220,30,2025-08-08,Yoga 163,Yoga,text/html; charset=UTF-8
https://example.com/resources/yoga-164,200,Indexable,220,8,2026-05-05,Yoga 164,Yoga,text/html; charset=UTF-8
https://example.com/compare/yoga-165-2024,200,Indexable,80,8,2026-05-05,Yoga 165,Yoga,text/html; charset=UTF-8
https://example.com/news/credit-cards-166,200,Indexable,600,8,2026-02-04,Credit Cards 166,Credit Cards,text/html; charset=UTF-8
https://example.com/help/email-marketing-167,200,Indexable,600,0,2023-02-20,Email Marketing 167,Email Marketing,text/html; charset=UTF-8
https://example.com/help/meal-prep-168-2023,200,Indexable,220,0,2026-02-04,Meal Prep 168,Meal Prep,text/html; charset=UTF-8
https://example.com/resources/vpn-169,200,Non-Indexable,600,0,2026-05-05,Vpn 169,Vpn,text/html; charset=UTF-8
https://example.com/help/web-hosting-170-2024.pdf,200,Non-Indexable,0,0,2023-02-20,Web Hosting 170,Web Hosting,application/pdf
https://example.com/news/solar-panels-171-2024,200,Indexable,2400,0,2025-08-08,Solar Panels 171,Solar Panels,text/html; charset=UTF-8
https://example.com/resources/solar-panels-172,200,Indexable,80,8,2026-02-04,Solar Panels 172,Solar Panels,text/html; charset=UTF-8
https://example.com/help/home-office-173-2023,200,Non-Indexable,600,30,2025-04-30,Home Office 173,Home Office,text/html; charset=UTF-8
https://example.com/guides/meal-prep-174-2023,200,Indexable,1200,0,2025-04-30,Meal Prep 174,Meal Prep,text/html; charset=UTF-8
https://example.com/help/yoga-175.pdf,200,Indexable,0,8,2024-03-26,Yoga 175,Yoga,application/pdf
https://example.com/help/meal-prep-176,200,Indexable,220,8,2024-03-26,Meal Prep 176,Meal Prep,text/html; charset=UTF-8
https://example.com/guides/vpn-177,200,Indexable,80,0,2024-03-26,Vpn 177,Vpn,text/html; charset=UTF-8
https://example.com/guides/email-marketing-178,200,Indexable,1200,8,2026-05-05,Email Marketing 178,Email Marketing,text/html; charset=UTF-8
https://example.com/news/email-marketing-179,200,Indexable,80,30,2025-08-08,Email Marketing 179,Email Marketing,text/html; charset=UTF-8
https://example.com/compare/running-shoes-180-2024,200,Indexable,220,8,2026-02-04,Running Shoes 180,Running Shoes,text/html; charset=UTF-8
https://example.com/guides/email-marketing-181,200,Indexable,2400,8,2024-03-26,Email Marketing 181,Email Marketing,text/html; charset=UTF-8
https://example.com/news/email-marketing-182,200,Indexable,1200,2,2025-04-30,Email Marketing 182,Email Marketing,text/html; charset=UTF-8
https://example.com/help/credit-cards-183-2023,200,Indexable,2400,0,2023-02-20,Credit Cards 183,Credit Cards,text/html; charset=UTF-8
https://example.com/resources/home-office-184-2024,200,Indexable,2400,0,2025-04-30,Home Office 184,Home Office,text/html; charset=UTF-8
https://example.com/news/email-marketing-185-2024,200,Indexable,1200,30,2023-02-20,Email Marketing 185,Email Marketing,text/html; charset=UTF-8
https://example.com/resources/web-hosting-186,200,Indexable,80,2,2026-02-04,Web Hosting 186,Web Hosting,text/html; charset=UTF-8
https://example.com/guides/credit-cards-187-2024,200,Indexable,80,8,2024-03-26,Credit Cards 187,Credit Cards,text/html; charset=UTF-8
https://example.com/help/meal-prep-188,200,Indexable,600,8,2026-02-04,Meal Prep 188,Meal Prep,text/html; charset=UTF-8
https://example.com/help/tax-filing-189,200,Indexable,220,0,2024-03-26,Tax Filing 189,Tax Filing,text/html; charset=UTF-8
https://example.com/news/email-marketing-190,200,Indexable,600,0,2025-04-30,Email Marketing 190,Email Marketing,text/html; charset=UTF-8
https://example.com/guides/vpn-191,200,Indexable,80,8,2023-02-20,Vpn 191,Vpn,text/html; charset=UTF-8
https://example.com/products/vpn-192,200,Indexable,600,0,2023-02-20,Vpn 192,Vpn,text/html; charset=UTF-8
https://example.com/blog/running-shoes-193-2023,200,Indexable,1200,0,2025-08-08,Running Shoes 193,Running Shoes,text/html; charset=UTF-8
https://example.com/help/vpn-194-2024,200,Indexable,1200,8,2023-02-20,Vpn 194,Vpn,text/html; charset=UTF-8
https://example.com/products/solar-panels-195,200,Indexable,2400,0,2023-02-20,Solar Panels 195,Solar Panels,text/html; charset=UTF-8
https://example.com/help/yoga-196,200,Indexable,80,8,2025-08-08,Yoga 196,Yoga,text/html; charset=UTF-8
https://example.com/news/running-shoes-197,200,Indexable,220,0,2026-02-04,Running Shoes 197,Running Shoes,text/html; charset=UTF-8
https://example.com/resources/tax-filing-198-2024,200,Non-Indexable,1200,8,2026-05-05,Tax Filing 198,Tax Filing,text/html; charset=UTF-8
https://example.com/help/solar-panels-199.pdf,200,Indexable,0,8,2026-05-05,Solar Panels 199,Solar Panels,application/pdf
https://example.com/products/meal-prep-200-2023,200,Indexable,220,0,2025-08-08,Meal Prep 200,Meal Prep,text/html; charset=UTF-8
https://example.com/resources/tax-filing-201,200,Indexable,80,30,2023-02-20,Tax Filing 201,Tax Filing,text/html; charset=UTF-8
https://example.com/products/meal-prep-202,200,Indexable,2400,30,2023-02-20,Meal Prep 202,Meal Prep,text/html; charset=UTF-8
https://example.com/products/email-marketing-203,200,Non-Indexable,600,0,2024-03-26,Email Marketing 203,Email Marketing,text/html; charset=UTF-8
https://example.com/help/vpn-204-2024,200,Indexable,1200,2,2026-05-05,Vpn 204,Vpn,text/html; charset=UTF-8
https://example.com/compare/email-marketing-205,200,Indexable,1200,30,2026-05-05,Email Marketing 205,Email Marketing,text/html; charset=UTF-8
https://example.com/help/web-hosting-206-2024,200,Indexable,1200,30,2023-02-20,Web Hosting 206,Web Hosting,text/html; charset=UTF-8
https://example.com/resources/running-shoes-207,200,Indexable,80,30,2025-04-30,Running Shoes 207,Running Shoes,text/html; charset=UTF-8
https://example.com/resources/vpn-208,200,Indexable,2400,30,2023-02-20,Vpn 208,Vpn,text/html; charset=UTF-8
https://example.com/blog/meal-prep-209,200,Indexable,80,8,2025-08-08,Meal Prep 209,Meal Prep,text/html; charset=UTF-8
https://example.com/blog/meal-prep-210,200,Indexable,2400,2,2025-04-30,Meal Prep 210,Meal Prep,text/html; charset=UTF-8
https://example.com/resources/vpn-211-2023,200,Indexable,600,30,2023-02-20,Vpn 211,Vpn,text/html; charset=UTF-8
https://example.com/guides/web-hosting-212,200,Indexable,220,2,2026-02-04,Web Hosting 212,Web Hosting,text/html; charset=UTF-8
https://example.com/news/running-shoes-213-2023,200,Indexable,220,30,2024-03-26,Running Shoes 213,Running Shoes,text/html; charset=UTF-8
https://example.com/resources/web-hosting-214-2024,200,Indexable,220,0,2023-02-20,Web Hosting 214,Web Hosting,text/html; charset=UTF-8
https://example.com/compare/solar-panels-215,200,Indexable,220,30,2024-03-26,Solar Panels 215,Solar Panels,text/html; charset=UTF-8
https://example.com/news/vpn-216-2023,200,Indexable,1200,0,2023-02-20,Vpn 216,Vpn,text/html; charset=UTF-8
https://example.com/products/tax-filing-217,200,Indexable,2400,0,2025-08-08,Tax Filing 217,Tax Filing,text/html; charset=UTF-8
https://example.com/news/web-hosting-218-2024,200,Indexable,1200,0,2023-02-20,Web Hosting 218,Web Hosting,text/html; charset=UTF-8
https://example.com/guides/home-office-219,200,Indexable,1200,2,2023-02-20,Home Office 219,Home Office,text/html; charset=UTF-8
